FlashID,PointID,I,V,T,PiraV,PiraT,,Power Curve [W],Pmpp [W],"Isc @ G1, T1 [A]","Voc @ G1, T1 [V]",,I Corrected [A],V Corrected [V],P Corrected [W],,Measured Parameters,,,,Irradiance [W/m2],TDUT [C],Voc [V],Isc [A],Pmpp [W],Vmpp [V],Impp [A],FF [%],Mod. Eff [%]
1662,165,1.403527141,19.50799942,23.79000092,0.073973298,23.20000076,,27.38000664,,,,,1.348041615,19.35871837,26.09635798,,,,,,,,,,,,,,
1662,166,1.399084091,19.54599953,23.79000092,0.073973298,23.20000076,,27.34649698,,,,,1.343774213,19.39671848,26.0648101,,,,,,,,,,,,,,
1662,167,1.39491725,19.57999992,23.79000092,0.073973298,23.20000076,,27.31247964,,,,,1.339772099,19.43071887,26.032735,,,,,,,,,,,,,,
1662,168,1.392099977,19.60300064,23.79000092,0.073973298,23.20000076,,27.28933673,,,,,1.3370662,19.45371959,26.01091094,,,,,,,,,,,,,,
1662,169,1.387376905,19.6420002,23.79000092,0.073973298,23.20000076,,27.25085743,,,,,1.332529845,19.49271915,25.97463003,,,,,,,,,,,,,,
1662,170,1.383656263,19.67000008,23.79000092,0.073973298,23.20000076,,27.21651881,,,,,1.328956292,19.52071903,25.94218237,,,,,,,,,,,,,,
1662,171,1.378715634,19.70700073,23.79000092,0.073973298,23.20000076,,27.17035001,,,,,1.32421098,19.55771968,25.89854715,,,,,,,,,,,,,,
1662,172,1.370327473,19.76600075,23.79000092,0.073973298,23.20000076,,27.08589385,,,,,1.316154427,19.6167197,25.81863248,,,,,,,,,,,,,,
1662,173,1.365499973,19.79999924,23.79000092,0.073973298,23.20000076,,27.03689843,,,,,1.311517773,19.65071819,25.77226615,,,,,,,,,,,,,,
1662,174,1.362074733,19.82299995,23.79000092,0.073973298,23.20000076,,27.00040737,,,,,1.308227942,19.6737189,25.7377088,,,,,,,,,,,,,,
1662,175,1.356868863,19.8579998,23.79000092,0.073973298,23.20000076,,26.94470161,,,,,1.303227876,19.70871875,25.68495167,,,,,,,,,,,,,,
1662,176,1.350909472,19.89599991,23.79000092,0.073973298,23.20000076,,26.87769472,,,,,1.297504076,19.74671886,25.62144821,,,,,,,,,,,,,,
1662,177,1.346055031,19.92700005,23.79000092,0.073973298,23.20000076,,26.82283866,,,,,1.292841546,19.777719,25.5694568,,,,,,,,,,,,,,
1662,178,1.34014082,19.96299934,23.79000092,0.073973298,23.20000076,,26.7532303,,,,,1.287161141,19.81371829,25.50344824,,,,,,,,,,,,,,
1662,179,1.335383296,19.99200058,23.79000092,0.073973298,23.20000076,,26.69698363,,,,,1.282591696,19.84271953,25.45010729,,,,,,,,,,,,,,
1662,180,1.329150677,20.02799988,23.79000092,0.073973298,23.20000076,,26.62022959,,,,,1.27660547,19.87871883,25.3772812,,,,,,,,,,,,,,
1662,181,1.324483156,20.05500031,23.79000092,0.073973298,23.20000076,,26.5625101,,,,,1.27212247,19.90571925,25.32251275,,,,,,,,,,,,,,
1662,182,1.317838669,20.0909996,23.79000092,0.073973298,23.20000076,,26.47669617,,,,,1.265740659,19.94171855,25.24104398,,,,,,,,,,,,,,
1662,183,1.313585162,20.11400032,23.79000092,0.073973298,23.20000076,,26.42145237,,,,,1.261655306,19.96471927,25.188594,,,,,,,,,,,,,,
1662,184,1.306712866,20.14999962,23.79000092,0.073973298,23.20000076,,26.33026375,,,,,1.255054692,20.00071857,25.10199567,,,,,,,,,,,,,,
1662,185,1.301750898,20.17499924,23.79000092,0.073973298,23.20000076,,26.26282338,,,,,1.250288885,20.02571819,25.03793287,,,,,,,,,,,,,,
1662,186,1.296760798,20.20000076,23.79000092,0.073973298,23.20000076,,26.1945691,,,,,1.245496058,20.05071971,24.97309235,,,,,,,,,,,,,,
1662,187,1.289927363,20.2329998,23.79000092,0.073973298,23.20000076,,26.09910009,,,,,1.238932769,20.08371875,24.88237729,,,,,,,,,,,,,,
1662,188,1.285170555,20.25600052,23.79000092,0.073973298,23.20000076,,26.03241543,,,,,1.234364011,20.10671947,24.8190109,,,,,,,,,,,,,,
1662,189,1.279299974,20.2840004,23.79000092,0.073973298,23.20000076,,25.94932119,,,,,1.228725512,20.13471935,24.74004333,,,,,,,,,,,,,,
1662,190,1.273207903,20.31299973,23.79000092,0.073973298,23.20000076,,25.86267178,,,,,1.222874278,20.16371867,24.65769291,,,,,,,,,,,,,,
1662,191,1.268383145,20.33600044,23.79000092,0.073973298,23.20000076,,25.7938402,,,,,1.218240257,20.18671939,24.59227422,,,,,,,,,,,,,,
1662,192,1.260782123,20.37000084,23.79000092,0.073973298,23.20000076,,25.6821329,,,,,1.210939725,20.22071979,24.48607285,,,,,,,,,,,,,,
1662,193,1.254757404,20.39699936,23.79000092,0.073973298,23.20000076,,25.59328597,,,,,1.205153181,20.24771831,24.40160213,,,,,,,,,,,,,,
1662,194,1.245855689,20.43499947,23.79000092,0.073973298,23.20000076,,25.45906034,,,,,1.196603377,20.28571842,24.27395915,,,,,,,,,,,,,,
1662,195,1.240477681,20.45800018,23.79000092,0.073973298,23.20000076,,25.37769263,,,,,1.191437977,20.30871913,24.19657924,,,,,,,,,,,,,,
1662,196,1.232186437,20.49099922,23.79000092,0.073973298,23.20000076,,25.24873132,,,,,1.18347451,20.34171817,24.07390494,,,,,,,,,,,,,,
1662,197,1.222159147,20.53100014,23.79000092,0.073973298,23.20000076,,25.09214962,,,,,1.173843628,20.38171909,23.92495108,,,,,,,,,,,,,,
1662,198,1.210825563,20.57299995,23.79000092,0.073973298,23.20000076,,24.91031424,,,,,1.162958093,20.4237189,23.75192919,,,,,,,,,,,,,,
1662,199,1.197837234,20.61899948,23.79000092,0.073973298,23.20000076,,24.6982053,,,,,1.150483231,20.46971843,23.55006779,,,,,,,,,,,,,,
1662,200,1.180925131,20.6779995,23.79000092,0.073973298,23.20000076,,24.41916926,,,,,1.134239713,20.52871845,23.28448772,,,,,,,,,,,,,,
1662,201,1.15925312,20.75099945,23.79000092,0.073973298,23.20000076,,24.05566086,,,,,1.11342446,20.6017184,22.93845719,,,,,,,,,,,,,,
1662,202,1.140625358,20.81200028,23.79000092,0.073973298,23.20000076,,23.73869526,,,,,1.095533107,20.66271922,22.636693,,,,,,,,,,,,,,
1662,203,1.127686381,20.85199928,23.79000092,0.073973298,23.20000076,,23.51451561,,,,,1.083105647,20.70271823,22.42323102,,,,,,,,,,,,,,
1662,204,1.110505819,20.90399933,23.79000092,0.073973298,23.20000076,,23.2140129,,,,,1.066604282,20.75471828,22.1370714,,,,,,,,,,,,,,
1662,205,1.090260029,20.96299934,23.79000092,0.073973298,23.20000076,,22.85512027,,,,,1.047158867,20.81371829,21.79526967,,,,,,,,,,,,,,
1662,206,1.071990132,21.01499939,23.79000092,0.073973298,23.20000076,,22.52787198,,,,,1.029611233,20.86571834,21.48357799,,,,,,,,,,,,,,
1662,207,1.058598042,21.0510006,23.79000092,0.073973298,23.20000076,,22.284548,,,,,1.016748571,20.90171954,21.25179347,,,,,,,,,,,,,,
1662,208,1.041935086,21.09499931,23.79000092,0.073973298,23.20000076,,21.97961993,,,,,1.000744351,20.94571826,20.96130922,,,,,,,,,,,,,,
1662,209,1.021173596,21.14699936,23.79000092,0.073973298,23.20000076,,21.59475739,,,,,0.980803623,20.99771831,20.59463819,,,,,,,,,,,,,,
1662,210,1.00205946,21.1949997,23.79000092,0.073973298,23.20000076,,21.23864994,,,,,0.962445124,21.04571864,20.25534929,,,,,,,,,,,,,,
1662,211,0.98826319,21.22699928,23.79000092,0.073973298,23.20000076,,20.97786202,,,,,0.949194261,21.07771823,20.00684918,,,,,,,,,,,,,,
1662,212,0.973210871,21.26199913,23.79000092,0.073973298,23.20000076,,20.6924087,,,,,0.934737004,21.11271808,19.73483885,,,,,,,,,,,,,,
1662,213,0.952572823,21.30800057,23.79000092,0.073973298,23.20000076,,20.29742224,,,,,0.914914838,21.15871951,19.35842644,,,,,,,,,,,,,,
1662,214,0.932900012,21.35199928,23.79000092,0.073973298,23.20000076,,19.91928038,,,,,0.896019751,21.20271823,18.9980543,,,,,,,,,,,,,,
1662,215,0.918979943,21.38199997,23.79000092,0.073973298,23.20000076,,19.64962911,,,,,0.882649983,21.23271892,18.74105899,,,,,,,,,,,,,,
1662,216,0.903704226,21.41500092,23.79000092,0.073973298,23.20000076,,19.35282683,,,,,0.86797816,21.26571987,18.45818039,,,,,,,,,,,,,,
1662,217,0.882341683,21.45899963,23.79000092,0.073973298,23.20000076,,18.93416985,,,,,0.84746014,21.30971858,18.0591371,,,,,,,,,,,,,,
1662,218,0.862982214,21.49900055,23.79000092,0.073973298,23.20000076,,18.55325508,,,,,0.828866007,21.3497195,17.69605676,,,,,,,,,,,,,,
1662,219,0.847807646,21.52899933,23.79000092,0.073973298,23.20000076,,18.25245024,,,,,0.814291335,21.37971828,17.40931933,,,,,,,,,,,,,,
1662,220,0.834179461,21.55599976,23.79000092,0.073973298,23.20000076,,17.98157226,,,,,0.801201912,21.40671871,17.15110395,,,,,,,,,,,,,,
1662,221,0.812288582,21.59799957,23.79000092,0.073973298,23.20000076,,17.54380845,,,,,0.780176443,21.44871852,16.73378493,,,,,,,,,,,,,,
1662,222,0.793893218,21.63299942,23.79000092,0.073973298,23.20000076,,17.17429152,,,,,0.762508301,21.48371837,16.3815136,,,,,,,,,,,,,,
1662,223,0.780335307,21.65800095,23.79000092,0.073973298,23.20000076,,16.90050282,,,,,0.749486374,21.5087199,16.12049249,,,,,,,,,,,,,,
1662,224,0.763513625,21.68799973,23.79000092,0.073973298,23.20000076,,16.55908328,,,,,0.733329702,21.53871867,15.79498215,,,,,,,,,,,,,,
1662,225,0.742338717,21.72500038,23.79000092,0.073973298,23.20000076,,16.12730891,,,,,0.7129919,21.57571933,15.38331313,,,,,,,,,,,,,,
1662,226,0.72246784,21.75900078,23.79000092,0.073973298,23.20000076,,15.72017829,,,,,0.693906577,21.60971973,14.99512664,,,,,,,,,,,,,,
1662,227,0.694044232,21.80699921,23.79000092,0.073973298,23.20000076,,15.13502203,,,,,0.666606638,21.65771816,14.43717868,,,,,,,,,,,,,,
1662,228,0.673646212,21.8409996,23.79000092,0.073973298,23.20000076,,14.71310664,,,,,0.64701501,21.69171855,14.0348675,,,,,,,,,,,,,,
1662,229,0.654423237,21.87199974,23.79000092,0.073973298,23.20000076,,14.31354487,,,,,0.628551976,21.72271869,13.65385775,,,,,,,,,,,,,,
1662,230,0.624719858,21.92000008,23.79000092,0.073973298,23.20000076,,13.69385934,,,,,0.600022858,21.77071903,13.06292906,,,,,,,,,,,,,,
1662,231,0.602826834,21.95400047,23.79000092,0.073973298,23.20000076,,13.23446059,,,,,0.578995329,21.80471942,12.6248307,,,,,,,,,,,,,,
1662,232,0.583609641,21.9829998,23.79000092,0.073973298,23.20000076,,12.82949061,,,,,0.560537848,21.83371875,12.23862572,,,,,,,,,,,,,,
1662,233,0.554203272,22.02700043,23.79000092,0.073973298,23.20000076,,12.20743571,,,,,0.532293999,21.87771938,11.64537873,,,,,,,,,,,,,,
1662,234,0.532229781,22.05900002,23.79000092,0.073973298,23.20000076,,11.74045675,,,,,0.511189184,21.90971896,11.20001136,,,,,,,,,,,,,,
1662,235,0.515100002,22.08399963,23.79000092,0.073973298,23.20000076,,11.37546826,,,,,0.494736595,21.93471858,10.85190799,,,,,,,,,,,,,,
1662,236,0.485590696,22.12599945,23.79000092,0.073973298,23.20000076,,10.74417948,,,,,0.466393878,21.9767184,10.24980693,,,,,,,,,,,,,,
1662,237,0.461648613,22.1590004,23.79000092,0.073973298,23.20000076,,10.2296718,,,,,0.443398296,22.00971935,9.75907205,,,,,,,,,,,,,,
1662,238,0.444999993,22.18199921,23.79000092,0.073973298,23.20000076,,9.870989487,,,,,0.427407844,22.03271816,9.416956565,,,,,,,,,,,,,,
1662,239,0.415092856,22.22200012,23.79000092,0.073973298,23.20000076,,9.22419349,,,,,0.398683023,22.07271907,8.800018373,,,,,,,,,,,,,,
1662,240,0.394800961,22.24900055,23.79000092,0.073973298,23.20000076,,8.783926798,,,,,0.379193326,22.0997195,8.380066151,,,,,,,,,,,,,,
1662,241,0.375000596,22.27499962,23.79000092,0.073973298,23.20000076,,8.353138133,,,,,0.360175728,22.12571857,7.969146786,,,,,,,,,,,,,,
1662,242,0.346848518,22.31200028,23.79000092,0.073973298,23.20000076,,7.738884222,,,,,0.333136583,22.16271922,7.383212558,,,,,,,,,,,,,,
1662,243,0.32503742,22.34000015,23.79000092,0.073973298,23.20000076,,7.261336008,,,,,0.312187742,22.1907191,6.927670484,,,,,,,,,,,,,,
1662,244,0.304939836,22.36499977,23.79000092,0.073973298,23.20000076,,6.819979369,,,,,0.292884674,22.21571872,6.506643543,,,,,,,,,,,,,,
1662,245,0.276824653,22.39999962,23.79000092,0.073973298,23.20000076,,6.200872124,,,,,0.265880966,22.25071857,5.916042557,,,,,,,,,,,,,,
1662,246,0.251731843,22.43000031,23.79000092,0.073973298,23.20000076,,5.646345311,,,,,0.241780148,22.28071925,5.387035603,,,,,,,,,,,,,,
1662,247,0.224199995,22.46299934,23.79000092,0.073973298,23.20000076,,5.03620435,,,,,0.215336715,22.31371829,4.804962798,,,,,,,,,,,,,,
1662,248,0.186843574,22.50699997,23.79000092,0.073973298,23.20000076,,4.205288314,,,,,0.179457102,22.35771892,4.012251446,,,,,,,,,,,,,,
1662,249,0.167146489,22.53000069,23.79000092,0.073973298,23.20000076,,3.765810512,,,,,0.1605387,22.38071964,3.592971643,,,,,,,,,,,,,,
1662,250,0.139159113,22.56200028,23.79000092,0.073973298,23.20000076,,3.13970795,,,,,0.133657747,22.41271922,2.99563356,,,,,,,,,,,,,,
1662,251,0.113552719,22.5909996,23.79000092,0.073973298,23.20000076,,2.565269439,,,,,0.109063649,22.44171855,2.447575713,,,,,,,,,,,,,,
1662,252,0.060477413,22.64999962,23.79000092,0.073973298,23.20000076,,1.369813386,,,,,0.058086565,22.50071857,1.306989441,,,,,,,,,,,,,,
1662,253,0.0139,22.70199966,23.79000092,0.073973298,23.20000076,,0.315557789,,,,,0.013350492,22.55271861,0.301089892,,,,,,,,,,,,,,
1624,NAN,0,22.72015739,NAN,NAN,NAN,,0,,,,,0,22.57087634,0,,,,,,,,,,,,,,
