TimeStmp,DC Input Power to Inverter,MPP Power current,Output Power to Grid,,TimeStmp,DC Input Power,MPP Power slow ramp,Output Power to Grid,,,TimeStmp,DC Input Power to Inverter,MPP Power voltage,Output Power to Grid
,,,,,482.5,51.321,51.82860791,43.277,,,,,,
,,,,,483,51.358,51.8873608,43.308,,,,,,
,,,,,483.5,51.394,51.94695286,43.338,,,,,,
,,,,,484,51.428,52.00620119,43.359,,,,,,
,,,,,484.5,51.465,52.06506195,43.382,,,,,,
,,,,,485,51.498,52.12476416,43.408,,,,,,
,,,,,485.5,51.542,52.18362224,43.456,,,,,,
,,,,,486,51.586,52.24307638,43.493,,,,,,
,,,,,486.5,51.641,52.30239006,43.546,,,,,,
,,,,,487,51.699,52.36113601,43.612,,,,,,
,,,,,487.5,51.759,52.42090649,43.672,,,,,,
,,,,,488,51.829,52.47985877,43.743,,,,,,
,,,,,488.5,51.9,52.5391841,43.804,,,,,,
,,,,,489,51.981,52.59858053,43.893,,,,,,
,,,,,489.5,52.119,52.65719224,43.977,,,,,,
,,,,,490,52.208,52.71704841,44.054,,,,,,
,,,,,490.5,52.292,52.77608368,44.166,,,,,,
,,,,,491,52.376,52.83527508,44.238,,,,,,
,,,,,491.5,52.453,52.89477188,44.308,,,,,,
,,,,,492,52.528,52.95341546,44.374,,,,,,
,,,,,492.5,52.6,53.01317466,44.445,,,,,,
,,,,,493,52.666,53.07229602,44.505,,,,,,
,,,,,493.5,52.666,53.13136292,44.566,,,,,,
,,,,,494,52.732,53.19093417,44.607,,,,,,
,,,,,494.5,52.792,53.24967856,44.657,,,,,,
,,,,,495,52.851,53.30931353,44.657,,,,,,
,,,,,495.5,52.91,53.36850948,44.713,,,,,,
,,,,,496,52.969,53.42743224,44.782,,,,,,
,,,,,496.5,53.029,53.48709558,44.833,,,,,,
,,,,,497,53.087,53.54595102,44.875,,,,,,
,,,,,497.5,53.144,53.60545682,44.925,,,,,,
,,,,,498,53.204,53.66474498,44.967,,,,,,
,,,,,498.5,53.262,53.723548,45.001,,,,,,
,,,,,499,53.318,53.78327702,45.075,,,,,,
,,,,,499.5,53.371,53.84220325,45.118,,,,,,
,,,,,500,53.419,53.90157488,45.161,,,,,,
,,,,,500.5,53.468,53.96094362,45.194,,,,,,
,,,,,501,53.511,54.01962204,45.232,,,,,,
,,,,,501.5,53.552,54.07941956,45.267,,,,,,
,,,,,502,53.592,54.13842654,45.297,,,,,,
,,,,,502.5,53.626,54.19767388,45.326,,,,,,
,,,,,503,53.659,54.25712614,45.354,,,,,,
,,,,,503.5,53.689,54.31575499,45.382,,,,,,
,,,,,504,53.716,54.3755589,45.413,,,,,,
,,,,,504.5,53.748,54.43464958,45.458,,,,,,
,,,,,505,53.793,54.49376782,45.493,,,,,,
,,,,,505.5,53.837,54.55329159,45.537,,,,,,
,,,,,506,53.893,54.61201925,45.594,,,,,,
,,,,,506.5,53.951,54.67169429,45.647,,,,,,
,,,,,507,54.013,54.73085661,45.715,,,,,,
,,,,,507.5,54.088,54.78985599,45.784,,,,,,
,,,,,508,54.163,54.84945407,45.857,,,,,,
,,,,,508.5,54.25,54.90826857,45.958,,,,,,
,,,,,509,54.344,54.96780994,46.046,,,,,,
,,,,,509.5,54.437,55.02706181,46.126,,,,,,
,,,,,510,54.522,55.08592252,46.206,,,,,,
,,,,,510.5,54.644,55.14561286,46.286,,,,,,
,,,,,511,54.723,55.20450199,46.358,,,,,,
,,,,,511.5,54.798,55.26393522,46.434,,,,,,
,,,,,512,54.871,55.32324923,46.508,,,,,,
,,,,,512.5,54.939,55.38199688,46.572,,,,,,
,,,,,513,55.007,55.44176723,46.637,,,,,,
,,,,,513.5,55.072,55.50074906,46.678,,,,,,
,,,,,514,55.133,55.5600544,46.735,,,,,,
,,,,,514.5,55.194,55.61944847,46.785,,,,,,
,,,,,515,55.252,55.67807856,46.839,,,,,,
,,,,,515.5,55.34,55.73793177,46.893,,,,,,
,,,,,516,55.393,55.79697863,46.93,,,,,,
,,,,,516.5,55.453,55.85613608,46.93,,,,,,
,,,,,517,55.504,55.91562835,46.98,,,,,,
,,,,,517.5,55.555,55.9743266,47.061,,,,,,
,,,,,518,55.602,56.03404444,47.1,,,,,,
,,,,,518.5,55.644,56.09318973,47.143,,,,,,
,,,,,519,55.644,56.15222532,47.183,,,,,,
,,,,,519.5,55.688,56.21178788,47.214,,,,,,
,,,,,520,55.723,56.27062121,47.245,,,,,,
,,,,,520.5,55.757,56.3302021,47.269,,,,,,
,,,,,521,55.788,56.3894178,47.269,,,,,,
,,,,,521.5,55.816,56.44835804,47.297,,,,,,
,,,,,522,55.84,56.50799356,47.32,,,,,,
,,,,,522.5,55.86,56.56686109,47.335,,,,,,
,,,,,523,55.876,56.62633142,47.349,,,,,,
,,,,,523.5,55.891,56.68562024,47.356,,,,,,
,,,,,524,55.888,56.7444142,47.355,,,,,,
,,,,,524.5,55.886,56.8041565,47.348,,,,,,
,,,,,525,55.877,56.86309727,47.339,,,,,,
,,,,,525.5,55.859,56.92243709,47.323,,,,,,
,,,,,526,55.846,56.98181729,47.312,,,,,,
,,,,,526.5,55.863,57.04049163,47.335,,,,,,
,,,,,527,55.881,57.10029669,47.348,,,,,,
,,,,,527.5,55.921,57.15931333,47.39,,,,,,
,,,,,528,55.98,57.21853384,47.442,,,,,,
,,,,,528.5,56.041,57.27799251,47.507,,,,,,
,,,,,529,56.158,57.33667564,47.619,,,,,,
,,,,,529.5,56.278,57.39642893,47.732,,,,,,
,,,,,530,56.417,57.45553987,47.862,,,,,,
,,,,,530.5,56.575,57.51463675,48.022,,,,,,
,,,,,531,56.734,57.57416074,48.171,,,,,,
,,,,,531.5,56.871,57.6329226,48.298,,,,,,
,,,,,532,57.009,57.69255249,48.476,,,,,,
,,,,,532.5,57.138,57.75174469,48.598,,,,,,
,,,,,533,57.252,57.81071359,48.704,,,,,,
,,,,,533.5,57.369,57.87033717,48.809,,,,,,
,,,,,534,57.451,57.92918043,48.884,,,,,,
,,,,,534.5,57.529,57.98868259,48.956,,,,,,
,,,,,535,57.603,58.04794276,49.034,,,,,,
,,,,,535.5,57.665,58.10679531,49.087,,,,,,
,,,,,536,57.725,58.16647337,49.147,,,,,,
,,,,,536.5,57.783,58.22540064,49.207,,,,,,
,,,,,537,57.839,58.28478673,49.293,,,,,,
,,,,,537.5,57.893,58.34413336,49.348,,,,,,
,,,,,538,57.942,58.40288141,49.392,,,,,,
,,,,,538.5,57.992,58.46263236,49.44,,,,,,
,,,,,539,58.042,58.52163026,49.494,,,,,,
,,,,,539.5,58.087,58.58089611,49.544,,,,,,
,,,,,540,58.133,58.64031578,49.587,,,,,,
,,,,,540.5,58.186,58.6989797,49.631,,,,,,
,,,,,541,58.24,58.75876551,49.68,,,,,,
,,,,,541.5,58.295,58.81785265,49.727,,,,,,
,,,,,542,58.354,58.8769941,49.783,,,,,,
,,,,,542.5,58.414,58.93652568,49.829,,,,,,
,,,,,543,58.482,58.99526283,49.883,,,,,,
,,,,,543.5,58.551,59.05494069,49.946,,,,,,
,,,,,544,58.551,59.11408725,49.999,,,,,,
,,,,,544.5,58.621,59.17313263,50.054,,,,,,
,,,,,545,58.729,59.23270583,50.119,,,,,,
,,,,,545.5,58.799,59.29151874,50.17,,,,,,
,,,,,546,58.865,59.3510683,50.17,,,,,,
,,,,,546.5,58.93,59.41029295,50.223,,,,,,
,,,,,547,58.985,59.46920572,50.264,,,,,,
,,,,,547.5,59.039,59.52885942,50.325,,,,,,
,,,,,548,59.096,59.58775056,50.376,,,,,,
,,,,,548.5,59.151,59.64718403,50.432,,,,,,
,,,,,549,59.204,59.70648926,50.477,,,,,,
,,,,,549.5,59.261,59.76529806,50.533,,,,,,
,,,,,550,59.342,59.82500194,50.588,,,,,,
,,,,,550.5,59.401,59.88397378,50.647,,,,,,
,,,,,551,59.462,59.94328715,50.714,,,,,,
,,,,,551.5,59.524,60.00267545,50.773,,,,,,
,,,,,552,59.597,60.06137643,50.858,,,,,,
,,,,,552.5,59.668,60.12114916,50.967,,,,,,
,,,,,553,59.736,60.18022077,51.024,,,,,,
,,,,,553.5,59.801,60.23941003,51.085,,,,,,
,,,,,554,59.867,60.2988508,51.148,,,,,,
,,,,,554.5,59.928,60.35758799,51.194,,,,,,
,,,,,555,59.989,60.41728402,51.253,,,,,,
,,,,,555.5,60.05,60.47640819,51.32,,,,,,
,,,,,556,60.107,60.53550255,51.372,,,,,,
,,,,,556.5,60.165,60.59503123,51.424,,,,,,
,,,,,557,60.214,60.65382103,51.443,,,,,,
,,,,,557.5,60.26,60.71342247,51.481,,,,,,
,,,,,558,60.307,60.77261809,51.511,,,,,,
,,,,,558.5,60.344,60.83158046,51.546,,,,,,
,,,,,559,60.382,60.89119954,51.573,,,,,,
,,,,,559.5,60.416,60.95006088,51.598,,,,,,
,,,,,560,60.445,61.00954727,51.619,,,,,,
,,,,,560.5,60.473,61.06883345,51.649,,,,,,
,,,,,561,60.49,61.1276766,51.649,,,,,,
,,,,,561.5,60.506,61.1873382,51.653,,,,,,
,,,,,562,60.525,61.24630704,51.673,,,,,,
,,,,,562.5,60.537,61.30565769,51.676,,,,,,
,,,,,563,60.548,61.36500321,51.691,,,,,,
,,,,,563.5,60.581,61.423757,51.742,,,,,,
,,,,,564,60.615,61.48349691,51.776,,,,,,
,,,,,564.5,60.659,61.5425616,51.835,,,,,,
,,,,,565,60.717,61.60178945,51.89,,,,,,
,,,,,565.5,60.777,61.66121338,51.959,,,,,,
,,,,,566,60.861,61.71992329,52.048,,,,,,
,,,,,566.5,60.953,61.77966093,52.134,,,,,,
,,,,,567,61.05,61.8387678,52.244,,,,,,
,,,,,567.5,61.165,61.89790296,52.351,,,,,,
,,,,,568,61.278,61.95739069,52.458,,,,,,
,,,,,568.5,61.383,62.01616234,52.631,,,,,,
,,,,,569,61.487,62.07579057,52.738,,,,,,
,,,,,569.5,61.587,62.1349784,52.835,,,,,,
,,,,,570,61.587,62.19398317,52.928,,,,,,
,,,,,570.5,61.678,62.25355394,53.011,,,,,,
,,,,,571,61.803,62.31240662,53.097,,,,,,
,,,,,571.5,61.878,62.37192177,53.097,,,,,,
,,,,,572,61.948,62.4311586,53.205,,,,,,
,,,,,572.5,62.018,62.49008059,53.261,,,,,,
,,,,,573,62.081,62.54971961,53.33,,,,,,
,,,,,573.5,62.143,62.60863847,53.39,,,,,,
,,,,,574,62.204,62.66805403,53.438,,,,,,
,,,,,574.5,62.263,62.72735913,53.494,,,,,,
,,,,,575,62.321,62.78617775,53.536,,,,,,
,,,,,575.5,62.377,62.84586993,53.589,,,,,,
,,,,,576,62.458,62.90485715,53.639,,,,,,
,,,,,576.5,62.505,62.96415231,53.673,,,,,,
,,,,,577,62.552,63.02354513,53.732,,,,,,
,,,,,577.5,62.592,63.08223952,53.761,,,,,,
,,,,,578,62.631,63.14200421,53.787,,,,,,
,,,,,578.5,62.667,63.2010793,53.812,,,,,,
,,,,,579,62.696,63.26026774,53.83,,,,,,
,,,,,579.5,62.725,63.31971588,53.846,,,,,,
,,,,,580,62.744,63.37848955,53.858,,,,,,
,,,,,580.5,62.761,63.43813912,53.862,,,,,,
,,,,,581,62.777,63.49728701,53.865,,,,,,
,,,,,581.5,62.787,63.55636519,53.859,,,,,,
,,,,,582,62.797,63.61588812,53.857,,,,,,
,,,,,582.5,62.827,63.67471727,53.882,,,,,,
,,,,,583,62.861,63.73427419,53.91,,,,,,
,,,,,583.5,62.901,63.79349707,53.946,,,,,,
,,,,,584,62.96,63.85244393,53.999,,,,,,
,,,,,584.5,63.017,63.91204383,54.057,,,,,,
,,,,,585,63.098,63.97096562,54.127,,,,,,
,,,,,585.5,63.19,64.03040895,54.288,,,,,,
,,,,,586,63.287,64.08969139,54.391,,,,,,
,,,,,586.5,63.402,64.14853846,54.51,,,,,,
,,,,,587,63.519,64.20819991,54.627,,,,,,
,,,,,587.5,63.626,64.26721777,54.755,,,,,,
,,,,,588,63.733,64.32654399,54.861,,,,,,
,,,,,588.5,63.839,64.38590565,54.974,,,,,,
,,,,,589,63.931,64.44466728,55.081,,,,,,
,,,,,589.5,64.024,64.5043923,55.179,,,,,,
,,,,,590,64.106,64.56343546,55.287,,,,,,
,,,,,590.5,64.178,64.6226765,55.409,,,,,,
,,,,,591,64.251,64.68208411,55.483,,,,,,
,,,,,591.5,64.315,64.74082542,55.568,,,,,,
,,,,,592,64.378,64.80052989,55.639,,,,,,
,,,,,592.5,64.437,64.85965459,55.694,,,,,,
,,,,,593,64.49,64.91877159,55.77,,,,,,
,,,,,593.5,64.543,64.97826267,55.852,,,,,,
,,,,,594,64.6,65.03706783,55.908,,,,,,
,,,,,594.5,64.657,65.09666625,55.973,,,,,,
,,,,,595,64.657,65.15585679,56.016,,,,,,
,,,,,595.5,64.714,65.21484621,56.077,,,,,,
,,,,,596,64.775,65.27442293,56.133,,,,,,
,,,,,596.5,64.835,65.33331191,56.174,,,,,,
,,,,,597,64.897,65.39278294,56.174,,,,,,
,,,,,597.5,64.959,65.45204132,56.232,,,,,,
,,,,,598,65.022,65.51097157,56.274,,,,,,
,,,,,598.5,65.084,65.57056416,56.319,,,,,,
,,,,,599,65.147,65.62952108,56.399,,,,,,
,,,,,599.5,65.201,65.68889727,56.419,,,,,,
,,,,,600,65.248,65.74822552,56.447,,,,,,
,,,,,600.5,65.294,65.80703953,56.485,,,,,,
,,,,,601,65.33,65.86672182,56.498,,,,,,
,,,,,601.5,65.364,65.92574875,56.514,,,,,,
,,,,,602,65.394,65.98502689,56.533,,,,,,
,,,,,602.5,65.418,66.04440893,56.544,,,,,,
,,,,,603,65.442,66.10313352,56.552,,,,,,
,,,,,603.5,65.456,66.16285933,56.549,,,,,,
,,,,,604,65.468,66.22197647,56.552,,,,,,
,,,,,604.5,65.479,66.28111695,56.554,,,,,,
,,,,,605,65.49,66.34059105,56.551,,,,,,
,,,,,605.5,65.468,66.39938779,56.521,,,,,,
,,,,,606,65.434,66.45899422,56.48,,,,,,
,,,,,606.5,65.402,66.51814893,56.433,,,,,,
,,,,,607,65.398,66.57723961,56.4,,,,,,
,,,,,607.5,65.4,66.6367531,56.386,,,,,,
,,,,,608,65.415,66.69560566,56.388,,,,,,
,,,,,608.5,65.454,66.75514433,56.428,,,,,,
,,,,,609,65.497,66.81435672,56.463,,,,,,
,,,,,609.5,65.592,66.87332143,56.556,,,,,,
,,,,,610,65.694,66.93294915,56.755,,,,,,
,,,,,610.5,65.837,66.9918778,56.902,,,,,,
,,,,,611,66.007,67.05129061,57.069,,,,,,
,,,,,611.5,66.176,67.11059935,57.242,,,,,,
,,,,,612,66.327,67.16945319,57.423,,,,,,
,,,,,612.5,66.481,67.2291059,57.587,,,,,,
,,,,,613,66.622,67.2881127,57.757,,,,,,
,,,,,613.5,66.749,67.34741474,57.891,,,,,,
,,,,,614,66.877,67.40676651,58.027,,,,,,
,,,,,614.5,66.964,67.46552476,58.145,,,,,,
,,,,,615,67.047,67.52524073,58.296,,,,,,
,,,,,615.5,67.126,67.58430911,58.378,,,,,,
,,,,,616,67.197,67.64351575,58.485,,,,,,
,,,,,616.5,67.268,67.70294943,58.573,,,,,,
,,,,,617,67.331,67.76171491,58.62,,,,,,
,,,,,617.5,67.393,67.82139018,58.686,,,,,,
,,,,,618,67.454,67.88052203,58.746,,,,,,
,,,,,618.5,67.513,67.93963022,58.8,,,,,,
,,,,,619,67.571,67.99911052,58.86,,,,,,
,,,,,619.5,67.63,68.05795821,58.928,,,,,,
,,,,,620,67.688,68.11751658,58.984,,,,,,
,,,,,620.5,67.688,68.17673249,59.048,,,,,,
,,,,,621,67.747,68.23573917,59.101,,,,,,
,,,,,621.5,67.806,68.29526781,59.165,,,,,,
,,,,,622,67.865,68.35418095,59.232,,,,,,
,,,,,622.5,67.925,68.41363801,59.232,,,,,,
,,,,,623,67.984,68.4729212,59.327,,,,,,
,,,,,623.5,68.042,68.53182332,59.381,,,,,,
,,,,,624,68.102,68.59143965,59.451,,,,,,
,,,,,624.5,68.163,68.65042015,59.514,,,,,,
,,,,,625,68.222,68.70975398,59.551,,,,,,
,,,,,625.5,68.282,68.76908742,59.615,,,,,,
,,,,,626,68.342,68.82790083,59.664,,,,,,
,,,,,626.5,68.403,68.88758797,59.704,,,,,,
,,,,,627,68.463,68.94663768,59.751,,,,,,
,,,,,627.5,68.521,69.00588295,59.776,,,,,,
,,,,,628,68.564,69.06528736,59.827,,,,,,
,,,,,628.5,68.609,69.12403342,59.854,,,,,,
,,,,,629,68.648,69.18373105,59.875,,,,,,
,,,,,629.5,68.682,69.24283281,59.896,,,,,,
,,,,,630,68.716,69.30198663,59.91,,,,,,
,,,,,630.5,68.746,69.36146386,59.915,,,,,,
,,,,,631,68.765,69.42028106,59.921,,,,,,
,,,,,631.5,68.776,69.4798684,59.915,,,,,,
,,,,,632,68.789,69.53907942,59.908,,,,,,
,,,,,632.5,68.787,69.59811983,59.92,,,,,,
,,,,,633,68.793,69.65767174,59.908,,,,,,
,,,,,633.5,68.781,69.71654275,59.908,,,,,,
,,,,,634,68.739,69.77603595,59.844,,,,,,
,,,,,634.5,68.699,69.83528531,59.775,,,,,,
,,,,,635,68.679,69.89422841,59.726,,,,,,
,,,,,635.5,68.663,69.95381848,59.708,,,,,,
,,,,,636,68.667,70.01276427,59.727,,,,,,
,,,,,636.5,68.71,70.0721604,59.764,,,,,,
,,,,,637,68.752,70.13146711,59.801,,,,,,
,,,,,637.5,68.844,70.19032929,59.894,,,,,,
,,,,,638,68.942,70.24995907,59.993,,,,,,
,,,,,638.5,69.068,70.3089815,60.108,,,,,,
,,,,,639,69.246,70.36827768,60.288,,,,,,
,,,,,639.5,69.424,70.42764345,60.476,,,,,,
,,,,,640,69.593,70.48640262,60.681,,,,,,
,,,,,640.5,69.756,70.5461124,60.854,,,,,,
,,,,,641,69.914,70.60519397,61.129,,,,,,
,,,,,641.5,70.047,70.66438731,61.292,,,,,,
,,,,,642,70.179,70.72381385,61.45,,,,,,
,,,,,642.5,70.278,70.78262977,61.565,,,,,,
,,,,,643,70.376,70.84225876,61.686,,,,,,
,,,,,643.5,70.464,70.90138171,61.785,,,,,,
,,,,,644,70.536,70.96048879,61.897,,,,,,
,,,,,644.5,70.61,71.01997782,61.987,,,,,,
,,,,,645,70.673,71.07885474,62.056,,,,,,
,,,,,645.5,70.735,71.13839769,62.155,,,,,,
,,,,,646,70.735,71.19760269,62.22,,,,,,
,,,,,646.5,70.796,71.25658167,62.28,,,,,,
,,,,,647,70.854,71.3161349,62.343,,,,,,
,,,,,647.5,70.913,71.37509413,62.391,,,,,,
,,,,,648,70.971,71.43450908,62.391,,,,,,
,,,,,648.5,71.029,71.49379797,62.448,,,,,,
,,,,,649,71.087,71.55268508,62.505,,,,,,
,,,,,649.5,71.145,71.61230425,62.53,,,,,,
,,,,,650,71.202,71.67130831,62.58,,,,,,
,,,,,650.5,71.252,71.7306513,62.606,,,,,,
,,,,,651,71.294,71.78996685,62.661,,,,,,
,,,,,651.5,71.337,71.84877907,62.693,,,,,,
,,,,,652,71.37,71.90844615,62.701,,,,,,
,,,,,652.5,71.402,71.96751633,62.716,,,,,,
,,,,,653,71.43,72.02674524,62.738,,,,,,
,,,,,653.5,71.45,72.08614819,62.734,,,,,,
,,,,,654,71.469,72.14493271,62.758,,,,,,
,,,,,654.5,71.508,72.20459953,62.802,,,,,,
,,,,,655,71.553,72.26375411,62.839,,,,,,
,,,,,655.5,71.605,72.32288594,62.914,,,,,,
,,,,,656,71.673,72.38235829,62.982,,,,,,
,,,,,656.5,71.742,72.4412107,63.051,,,,,,
,,,,,657,71.821,72.50076074,63.15,,,,,,
,,,,,657.5,71.904,72.55996832,63.241,,,,,,
,,,,,658,71.99,72.61898036,63.338,,,,,,
,,,,,658.5,72.088,72.67852384,63.454,,,,,,
,,,,,659,72.187,72.7374259,63.62,,,,,,
,,,,,659.5,72.271,72.79689621,63.721,,,,,,
,,,,,660,72.347,72.85613506,63.812,,,,,,
,,,,,660.5,72.423,72.91510449,63.887,,,,,,
,,,,,661,72.49,72.97466074,63.978,,,,,,
,,,,,661.5,72.557,73.03365411,64.056,,,,,,
,,,,,662,72.623,73.09302206,64.151,,,,,,
,,,,,662.5,72.686,73.15233374,64.22,,,,,,
,,,,,663,72.749,73.21117793,64.275,,,,,,
,,,,,663.5,72.809,73.27082862,64.335,,,,,,
,,,,,664,72.868,73.32985477,64.394,,,,,,
,,,,,664.5,72.947,73.38913778,64.419,,,,,,
,,,,,665,72.997,73.44850385,64.465,,,,,,
,,,,,665.5,73.043,73.50728397,64.496,,,,,,
,,,,,666,73.086,73.56696688,64.516,,,,,,
,,,,,666.5,73.126,73.62608787,64.545,,,,,,
,,,,,667,73.158,73.68524291,64.57,,,,,,
,,,,,667.5,73.19,73.74468516,64.585,,,,,,
,,,,,668,73.216,73.80351985,64.604,,,,,,
,,,,,668.5,73.236,73.86311536,64.595,,,,,,
,,,,,669,73.258,73.92227216,64.596,,,,,,
,,,,,669.5,73.306,73.98135727,64.633,,,,,,
,,,,,670,73.347,74.04085711,64.691,,,,,,
,,,,,670.5,73.396,74.09974792,64.747,,,,,,
,,,,,671,73.396,74.15925346,64.806,,,,,,
,,,,,671.5,73.455,74.21846785,64.867,,,,,,
,,,,,672,73.516,74.27743984,64.959,,,,,,
,,,,,672.5,73.596,74.3369988,65.045,,,,,,
,,,,,673,73.675,74.39596769,65.045,,,,,,
,,,,,673.5,73.763,74.45536025,65.143,,,,,,
,,,,,674,73.864,74.51465423,65.269,,,,,,
,,,,,674.5,73.963,74.57355131,65.383,,,,,,
,,,,,675,74.051,74.63315049,65.496,,,,,,
,,,,,675.5,74.138,74.69217869,65.661,,,,,,
,,,,,676,74.221,74.75147605,65.761,,,,,,
,,,,,676.5,74.298,74.81083081,65.854,,,,,,
,,,,,677,74.376,74.86965057,65.945,,,,,,
,,,,,677.5,74.444,74.92931195,66.013,,,,,,
,,,,,678,74.514,74.98838043,66.092,,,,,,
,,,,,678.5,74.58,75.04760063,66.15,,,,,,
,,,,,679,74.64,75.10703351,66.208,,,,,,
,,,,,679.5,74.7,75.16585607,66.269,,,,,,
,,,,,680,74.758,75.22547803,66.309,,,,,,
,,,,,680.5,74.813,75.2846295,66.362,,,,,,
,,,,,681,74.869,75.34374949,66.404,,,,,,
,,,,,681.5,74.91,75.40320977,66.419,,,,,,
,,,,,682,74.95,75.46209484,66.448,,,,,,
,,,,,682.5,74.986,75.52161666,66.472,,,,,,
,,,,,683,75.014,75.58083212,66.488,,,,,,
,,,,,683.5,75.043,75.63987006,66.51,,,,,,
,,,,,684,75.06,75.69939575,66.51,,,,,,
,,,,,684.5,75.075,75.75832409,66.513,,,,,,
,,,,,685,75.087,75.81776402,66.516,,,,,,
,,,,,685.5,75.088,75.87700335,66.499,,,,,,
,,,,,686,75.09,75.93597767,66.49,,,,,,
,,,,,686.5,75.092,75.99552857,66.481,,,,,,
,,,,,687,75.087,76.05454333,66.467,,,,,,
,,,,,687.5,75.09,76.11387806,66.493,,,,,,
,,,,,688,75.118,76.17320525,66.517,,,,,,
,,,,,688.5,75.144,76.23205093,66.552,,,,,,
,,,,,689,75.194,76.2916911,66.614,,,,,,
,,,,,689.5,75.254,76.35075208,66.673,,,,,,
,,,,,690,75.378,76.41000002,66.755,,,,,,
,,,,,690.5,75.465,76.46937479,66.847,,,,,,
,,,,,691,75.557,76.52818978,66.939,,,,,,
,,,,,691.5,75.668,76.58784127,67.137,,,,,,
,,,,,692,75.785,76.64697091,67.273,,,,,,
,,,,,692.5,75.911,76.7061086,67.396,,,,,,
,,,,,693,76.022,76.76555343,67.528,,,,,,
,,,,,693.5,76.137,76.82441614,67.646,,,,,,
,,,,,694,76.242,76.88397859,67.766,,,,,,
,,,,,694.5,76.34,76.94313618,67.926,,,,,,
,,,,,695,76.486,77.00222446,68.036,,,,,,
,,,,,695.5,76.576,77.06169859,68.132,,,,,,
,,,,,696,76.66,77.12063158,68.232,,,,,,
,,,,,696.5,76.66,77.18010259,68.313,,,,,,
,,,,,697,76.725,77.23933178,68.404,,,,,,
,,,,,697.5,76.803,77.29830491,68.477,,,,,,
,,,,,698,76.862,77.3578733,68.541,,,,,,
,,,,,698.5,76.92,77.41685689,68.541,,,,,,
,,,,,699,76.975,77.47623405,68.611,,,,,,
,,,,,699.5,77.025,77.53551513,68.662,,,,,,
,,,,,700,77.076,77.59441315,68.752,,,,,,
,,,,,700.5,77.121,77.65403489,68.796,,,,,,
,,,,,701,77.164,77.71307048,68.849,,,,,,
,,,,,701.5,77.211,77.77235138,68.893,,,,,,
,,,,,702,77.262,77.83174353,68.942,,,,,,
,,,,,702.5,77.312,77.89054282,68.99,,,,,,
,,,,,703,77.369,77.95019789,69.039,,,,,,
,,,,,703.5,77.428,78.00928683,69.091,,,,,,
,,,,,704,77.49,78.06851195,69.13,,,,,,
,,,,,704.5,77.559,78.127901,69.199,,,,,,
,,,,,705,77.629,78.18676534,69.264,,,,,,
,,,,,705.5,77.704,78.24635323,69.321,,,,,,
,,,,,706,77.781,78.30549697,69.384,,,,,,
,,,,,706.5,77.854,78.36459966,69.441,,,,,,
,,,,,707,77.919,78.42408786,69.501,,,,,,
,,,,,707.5,77.984,78.48296405,69.557,,,,,,
,,,,,708,78.043,78.54247259,69.604,,,,,,
,,,,,708.5,78.098,78.6016941,69.654,,,,,,
,,,,,709,78.152,78.66071498,69.715,,,,,,
,,,,,709.5,78.179,78.72023923,69.714,,,,,,
,,,,,710,78.206,78.77919327,69.73,,,,,,
,,,,,710.5,78.238,78.83859857,69.764,,,,,,
,,,,,711,78.276,78.89787775,69.796,,,,,,
,,,,,711.5,78.315,78.95681457,69.837,,,,,,
,,,,,712,78.367,79.0163978,69.89,,,,,,
,,,,,712.5,78.421,79.07540954,69.942,,,,,,
,,,,,713,78.478,79.13475264,70.004,,,,,,
,,,,,713.5,78.54,79.19404742,70.066,,,,,,
,,,,,714,78.602,79.2529197,70.124,,,,,,
,,,,,714.5,78.688,79.31254155,70.229,,,,,,
,,,,,715,78.774,79.37161237,70.32,,,,,,
,,,,,715.5,78.854,79.43084757,70.414,,,,,,
,,,,,716,78.927,79.49024632,70.483,,,,,,
,,,,,716.5,79.001,79.54907079,70.56,,,,,,
,,,,,717,79.064,79.60869185,70.621,,,,,,
,,,,,717.5,79.124,79.66782318,70.687,,,,,,
,,,,,718,79.182,79.72696996,70.75,,,,,,
,,,,,718.5,79.233,79.78640869,70.799,,,,,,
,,,,,719,79.284,79.84529375,70.857,,,,,,
,,,,,719.5,79.331,79.90482652,70.909,,,,,,
,,,,,720,79.375,79.96401975,70.951,,,,,,
,,,,,720.5,79.419,80.02309783,70.98,,,,,,
,,,,,721,79.457,80.0825778,71.034,,,,,,
,,,,,721.5,79.494,80.14150284,71.077,,,,,,
,,,,,722,79.494,80.2009671,71.11,,,,,,
,,,,,722.5,79.539,80.26022365,71.157,,,,,,
,,,,,723,79.592,80.31918685,71.203,,,,,,
,,,,,723.5,79.646,80.37875342,71.256,,,,,,
,,,,,724,79.707,80.43775609,71.256,,,,,,
,,,,,724.5,79.769,80.49712768,71.344,,,,,,
,,,,,725,79.87,80.55642679,71.397,,,,,,
,,,,,725.5,79.936,80.61531698,71.464,,,,,,
,,,,,726,80.005,80.67490523,71.52,,,,,,
,,,,,726.5,80.079,80.73398047,71.579,,,,,,
,,,,,727,80.152,80.79323492,71.634,,,,,,
,,,,,727.5,80.221,80.85260005,71.706,,,,,,
,,,,,728,80.284,80.91140639,71.762,,,,,,
,,,,,728.5,80.342,80.97107065,71.812,,,,,,
,,,,,729,80.398,81.03016759,71.867,,,,,,
,,,,,729.5,80.452,81.0893693,71.942,,,,,,
,,,,,730,80.522,81.1487796,71.971,,,,,,
