TmStamp + TZ,Date,Time,GHI [W/m2],DfHI [W/m2],DNI [W/m2],Diff_Fraction,SolarZenith [°],SolarAzimuth [°],AirMass,Wspd [m/s],HSAT_Gpoa [W/m2],FT_Gpoa [W/m2],Tamb [°C],HSAT_Tmod [°C],DC_Imp_HSAT_T8_Total [A],DC_Imp_HSAT_T7_Total [A],DC_Imp_FT_T16_Total [A],DC_Imp_FT_T15_Total [A],DC_Vmp_HSAT_T8 [V],DC_Vmp_HSAT_T7 [V],DC_Vmp_FT_T16 [V],DC_Vmp_FT_T15 [V],AC_Pwr_FT [W],AC_Pwr_HSAT [W],HSAT_T7_angle [°],HSAT_T8_angle [°]
2020-01-01 09:00:00+01:00,2020-01-01,9:00:00 AM,8.4974264092,8.6044543902,0.2303903187,1.0137739645,87.89435552,137.79555562,19.317444441,2,7.2,6.6,8.4133333333,7.7733333333,0.26,0.2573333333,0.282,0.2753333333,642.14,637.08133333,575.814,616.28066667,280.66666667,298.66666667,-6.053333346,-5.733333346
2020-01-01 09:15:00+01:00,2020-01-01,9:15:00 AM,16.138408587,16.205092133,0.2338841312,1.0044404699,86.597055138,140.96111094,14.135666667,5,14.266666667,13.133333333,8.4133333333,7.6933333333,0.5146666667,0.512,0.5086666667,0.5,651.27133333,656.02666667,660.82333333,671.04266667,607.33333333,634,-11.5600001,-11.48666668
2020-01-01 09:30:00+01:00,2020-01-01,9:30:00 AM,27.361597506,27.397491519,0.2932220336,1.0015107678,85.359788683,144.17000003,11.135666646,3.7000000477,25.266666667,24.933333333,8.3733333333,7.7866666667,0.908,0.9193333333,0.984,0.9786666667,685.90866667,683.97933333,689.81533333,687.564,1278.6666667,1210.6666667,-17.79999987,-17.61333326
2020-01-01 09:45:00+01:00,2020-01-01,9:45:00 AM,38.943041484,38.307201025,5.3735418664,0.9842502422,84.200866699,147.42000003,9.2465555615,3.2999999523,39.866666667,37.866666667,8.4533333333,8.2466666667,1.4333333333,1.4433333333,1.58,1.5193333333,695.76333333,701.96333333,705.92333333,703.146,2112.6666667,1968,-25.54666672,-25.15333328
2020-01-01 10:00:00+01:00,2020-01-01,10:00:00 AM,34.551324187,34.05453186,3.6987528622,0.9874637412,83.134299978,150.71555566,7.9795333703,3.4000000954,35.266666667,34.6,8.4733333333,8.3333333333,1.26,1.264,1.4666666667,1.374,694.25733333,695.72866667,700.79266667,700.56666667,1926.6666667,1710,-35.73999977,-35.20666669
2020-01-01 10:15:00+01:00,2020-01-01,10:15:00 AM,40.418765831,38.474853325,13.041959786,0.9579317119,82.168433211,154.04888899,7.0910000006,3.5,44.2,37.866666667,8.3933333333,8.32,1.5986666667,1.5753333333,1.8646666667,1.6293333333,703.226,709.552,713.178,715.67466667,2438.6666667,2226,-52.51333389,-51.95333328
2020-01-01 10:30:00+01:00,2020-01-01,10:30:00 AM,50.692024867,50.429783503,2.1246778154,0.9958703677,81.310222202,157.42222239,6.4493000136,5.5999999046,37.2,41.133333333,8.28,8.4133333333,1.3806666667,1.3766666667,1.6446666667,1.606,698.94333333,698.89,701.75266667,701.52466667,2232,1888,-60.01333338,-60.40666631
2020-01-01 10:45:00+01:00,2020-01-01,10:45:00 AM,75.163417647,74.572919295,2.3788035787,0.9922510955,80.564333344,160.82888879,5.9770444393,2.9000000954,70.066666667,70.733333333,8.3,8.7666666667,2.5753333333,2.5406666667,2.912,2.7773333333,717.82333333,719.14866667,721.66133333,728.28133333,4044,3658,-59.87333374,-59.96000036
2020-01-01 11:00:00+01:00,2020-01-01,11:00:00 AM,73.722435294,73.659341727,0.5842915224,0.9992616561,79.935555691,164.27000003,5.6287888845,3.7000000477,59.266666667,66.933333333,8.3866666667,9.1733333333,2.1906666667,2.1633333333,2.5966666667,2.532,711.948,716.48333333,719.024,721.34333333,3622,3065.3333333,-59.43333333,-59.70666682
2020-01-01 11:15:00+01:00,2020-01-01,11:15:00 AM,97.781728956,97.268364376,1.5933202429,0.9947657744,79.428666687,167.73666704,5.3756111145,3.0999999046,79.2,94.4,8.4933333333,9.58,2.8753333333,2.8893333333,3.7573333333,3.648,720.222,724.37733333,722.99533333,727.54133333,5283.3333333,4128,-54.52666651,-55.25333328
2020-01-01 11:30:00+01:00,2020-01-01,11:30:00 AM,89.510483636,89.208479394,0.6145009955,0.9966319833,79.044666714,171.2266666,5.1995555613,6,79.666666667,91,8.6666666667,9.92,2.8666666667,2.892,3.5093333333,3.4313333333,723.10666667,727.07066667,722.156,726.262,4941.3333333,4126,-46.34666672,-47.14666672
2020-01-01 11:45:00+01:00,2020-01-01,11:45:00 AM,70.724651718,70.556769435,0.3375122901,0.9977407343,78.787221951,174.72999997,5.0874777847,5.4000000954,67.333333333,69.933333333,8.7266666667,10.066666667,2.4546666667,2.4693333333,2.7206666667,2.6773333333,715.39533333,718.93066667,719.91933333,721.84533333,3810.6666667,3486,-35.98666687,-36.89333331
2020-01-01 12:00:00+01:00,2020-01-01,12:00:00 PM,59.075277159,59.104167938,0.2999520189,1.0004819307,78.658555942,178.24333327,5.0318555196,4.4000000954,52.133333333,53.266666667,8.7,9.7866666667,1.898,1.9253333333,2.0226666667,2.0053333333,702.094,706.898,710.818,712.35666667,2768.6666667,2644,-22.97999992,-23.87333323
2020-01-01 12:15:00+01:00,2020-01-01,12:15:00 PM,65.477307171,65.614735031,0.2756030353,1.002095147,78.657778252,181.76333347,5.0300777488,5.3000001907,60.933333333,59.133333333,8.7333333333,9.7333333333,2.1753333333,2.2246666667,2.184,2.1713333333,709.20733333,710.96133333,710.94133333,713.096,3023.3333333,3081.3333333,-6.800000016,-7.473333383
2020-01-01 12:30:00+01:00,2020-01-01,12:30:00 PM,75.929801771,75.582425351,2.4350732123,0.9961017847,78.785333082,185.2766666,5.0824666606,2.2999999523,73.733333333,72.866666667,8.7466666667,9.98,2.6033333333,2.6413333333,2.6586666667,2.64,712.62466667,717.32133333,715.292,717.88266667,3714,3709.3333333,11.026666649,10.053333366
2020-01-01 12:45:00+01:00,2020-01-01,12:45:00 PM,93.616606394,90.372266303,14.007593974,0.9730554488,79.041333432,188.78333333,5.1925777806,4,82.933333333,92.6,8.72,9.8866666667,2.8993333333,2.932,3.4453333333,3.324,722.954,724.92,722.25266667,726.97333333,4832.6666667,4180.6666667,28.36666654,26.04666659
2020-01-01 13:00:00+01:00,2020-01-01,1:00:00 PM,109.28629947,102.08059082,34.043090951,0.9427632471,79.423777771,192.27000003,5.3672333293,1.8999999762,120.2,164.46666667,8.8266666667,10.28,3.9326666667,3.9706666667,5.1693333333,4.84,727.486,733.55466667,731.91466667,738.11,7217.3333333,5815.3333333,43.066666921,39.13999939
2020-01-01 13:15:00+01:00,2020-01-01,1:15:00 PM,117.25272056,105.00123859,62.880308339,0.9166552464,79.929555766,195.73777822,5.6185888873,3.9000000954,122.53333333,166.4,8.8733333333,10.6,4.122,4.1246666667,5.756,5.3013333333,732.704,732.84133333,734.99,739.45466667,8096,6042.6666667,53.886666361,49.480000051
2020-01-01 13:30:00+01:00,2020-01-01,1:30:00 PM,91.790662214,89.210578156,8.8359807942,0.9728883836,80.557222154,199.17888896,5.963944451,2.4000000954,101.66666667,131.93333333,8.6466666667,10.32,3.4606666667,3.44,4.538,4.3486666667,729.828,732.11866667,734.97066667,739.08533333,6473.3333333,5042,59.893333181,57.433333333
2020-01-01 13:45:00+01:00,2020-01-01,1:45:00 PM,81.156570604,76.470540958,26.785669085,0.9470547789,81.301444414,202.58555552,6.4330666383,1.7999999523,87.266666667,105,8.5066666667,9.6733333333,2.986,2.9966666667,3.7853333333,3.51,723.56466667,727.814,731.39266667,740.55466667,5258,4320,59.999999746,59.92666626
2020-01-01 14:00:00+01:00,2020-01-01,2:00:00 PM,67.693499713,67.339582613,3.9530088754,0.995750167,82.158588918,205.95888875,7.0725111273,4.6999998093,68.133333333,74.133333333,8.5333333333,9.66,2.4533333333,2.4373333333,2.8126666667,2.7153333333,719.736,723.35,720.78533333,723.86333333,3937.3333333,3432,60.033333842,60.093333181
2020-01-01 14:15:00+01:00,2020-01-01,2:15:00 PM,51.574680964,51.105218252,4.6655317757,0.9940836853,83.123211077,209.29555528,7.9566444609,2.7000000477,57,58.733333333,8.66,9.6666666667,1.9206666667,1.906,2.1253333333,2.008,706.51266667,712.11266667,711.35066667,711.258,2853.3333333,2674.6666667,47.993333181,48.580000305
2020-01-01 14:30:00+01:00,2020-01-01,2:30:00 PM,39.194372728,39.278681183,0.2470618768,1.0022074805,84.188677894,212.59111125,9.2143333541,3.5999999046,36.8,37.133333333,8.62,9.4266666667,1.3433333333,1.3533333333,1.4166666667,1.404,690.508,692.95933333,700.86733333,701.02266667,1897.3333333,1815.3333333,31.020000203,31.519999949
2020-01-01 14:45:00+01:00,2020-01-01,2:45:00 PM,31.853829469,31.919738939,0.2221312977,1.0020199815,85.346666378,215.84222209,11.091444429,3.4000000954,31.533333333,31,8.5133333333,9.0733333333,1.158,1.1706666667,1.1906666667,1.186,686.93733333,687.46466667,691.776,689.92466667,1565.3333333,1554,20.693333308,21.079999797
2020-01-01 15:00:00+01:00,2020-01-01,3:00:00 PM,20.237798161,20.310823186,0.232766043,1.0037717991,86.5832105,219.05222236,14.065333366,2.7000000477,20.866666667,19.866666667,8.48,8.68,0.7633333333,0.7693333333,0.7973333333,0.7633333333,686.262,683,681.998,690.692,998.66666667,999.33333333,13.113333193,13.346666718
2020-01-01 15:15:00+01:00,2020-01-01,3:15:00 PM,12.522752942,12.6155836,0.2476626943,1.0078508735,87.880010986,222.21999986,19.202333408,4.1999998093,12.733333333,11.6,8.5533333333,8.5,0.4686666667,0.466,0.4713333333,0.4446666667,665.07533333,665.22466667,646.65666667,674.57866667,544,587.33333333,6.5333333651,6.8200000127
2020-01-02 09:00:00+01:00,2020-01-02,9:00:00 AM,7.8879327774,7.9554838816,0.2297763829,1.0086733864,87.867577871,137.66111094,19.056888941,2.7000000477,7.0666666667,6.4666666667,5.3866666667,5.6933333333,0.252,0.24,0.2506666667,0.2546666667,616.48133333,608.556,628.54866667,605.54266667,267.33333333,274,-6.173333359,-5.846666667
2020-01-02 09:15:00+01:00,2020-01-02,9:15:00 AM,14.622799354,14.636484347,0.2327207845,1.0009972288,86.565333981,140.82888896,13.951111158,3.9000000954,13.6,12.466666667,5.2933333333,5.7266666667,0.4866666667,0.462,0.4526666667,0.4706666667,668.14266667,683.03733333,683.10266667,671.95333333,564,605.33333333,-11.84666665,-11.53333333
2020-01-02 09:30:00+01:00,2020-01-02,9:30:00 AM,23.314896499,23.319852426,0.3047170424,1.000266097,85.32325592,144.04000024,10.996222189,2.0999999046,23.666666667,22.066666667,5.4733333333,5.94,0.8426666667,0.8246666667,0.828,0.8093333333,689.60133333,704.29666667,689.596,693.602,1072.6666667,1127.3333333,-18.13333352,-17.92666683
2020-01-02 09:45:00+01:00,2020-01-02,9:45:00 AM,28.229689323,28.23065211,0.2799158242,0.999963416,84.159977722,147.29111091,9.1322221968,2.9000000954,31.533333333,28.733333333,5.52,6.1666666667,1.1333333333,1.1353333333,1.08,1.086,700.97066667,699.974,704.744,700.53,1450,1547.3333333,-25.79999987,-25.39999987
2020-01-02 10:00:00+01:00,2020-01-02,10:00:00 AM,28.274458101,28.263147736,0.2400366119,0.9996595416,83.088977729,150.58777788,7.8825444221,4.5999999046,30.066666667,28.333333333,5.6066666667,6.16,1.0773333333,1.066,1.0493333333,1.0613333333,697.86733333,700.46866667,703.144,694.89066667,1407.3333333,1456,-35.86000036,-35.36666692
2020-01-02 10:15:00+01:00,2020-01-02,10:15:00 AM,29.031441116,29.022071563,0.2342275373,0.9995919466,82.118877665,153.92111121,7.0057888879,3.5999999046,26.6,28.066666667,5.5333333333,6.2866666667,0.9513333333,0.9413333333,1.052,1.0606666667,701.38866667,697.57533333,700.72666667,693.63866667,1402,1286,-52.41333389,-52.34666697
2020-01-02 10:30:00+01:00,2020-01-02,10:30:00 AM,28.149898211,28.130537521,0.2834732196,0.9993111021,81.255888875,157.29444427,6.3727222125,2.2999999523,21.733333333,26.133333333,5.5133333333,6.24,0.8066666667,0.7773333333,0.982,0.9833333333,683.5,697.61533333,699.50733333,691.31666667,1303.3333333,1054.6666667,-60.01333288,-59.9
2020-01-02 10:45:00+01:00,2020-01-02,10:45:00 AM,34.481013044,34.42837819,0.3113878129,0.9983690057,80.505666775,160.70555573,5.9057999929,4,28.6,33.066666667,5.5333333333,6.3066666667,1.0846666667,1.0453333333,1.286,1.2873333333,681.166,694.89933333,700.296,696.67333333,1734.6666667,1424.6666667,-60.17333349,-60.19333293
2020-01-02 11:00:00+01:00,2020-01-02,11:00:00 AM,35.559537209,35.535324224,0.2333387795,0.9992945479,79.872444407,164.14777747,5.5605888897,3.0999999046,28,33.2,5.6533333333,6.4866666667,1.03,1.002,1.2686666667,1.2733333333,696.906,703.926,703.018,698.35866667,1706.6666667,1383.3333333,-59.88000031,-59.85999985
2020-01-02 11:15:00+01:00,2020-01-02,11:15:00 AM,39.540615378,39.470821593,0.2169084041,0.9982267923,79.360333337,167.61666684,5.3085666656,2.7999999523,29.733333333,33.933333333,5.2066666667,6.32,1.0893333333,1.076,1.3166666667,1.3026666667,700.00933333,704.41133333,705.78,699.73266667,1762.6666667,1478.6666667,-54.08666662,-54.90000025
2020-01-02 11:30:00+01:00,2020-01-02,11:30:00 AM,58.052867805,57.98975936,0.2566113215,0.9988297403,78.972333188,171.10777774,5.131888877,2.9000000954,42.6,51.266666667,5.14,6.0933333333,1.5473333333,1.5426666667,1.8966666667,1.9006666667,705.68466667,707.07666667,715.874,713.95066667,2645.3333333,2146.6666667,-46.74000041,-47.36666718
2020-01-02 11:45:00+01:00,2020-01-02,11:45:00 AM,86.175291528,86.142619324,0.3455040495,0.999652346,78.710888926,174.61555549,5.0196444405,3,66.6,79.4,5.2666666667,6.26,2.3626666667,2.396,2.8593333333,2.862,722.736,726.40533333,728.078,730.53733333,4110.6666667,3421.3333333,-36.25333366,-37.13999977
2020-01-02 12:00:00+01:00,2020-01-02,12:00:00 PM,81.956222873,81.4233707,0.4746489977,0.9933023353,78.576999664,178.13222215,4.9631333457,3.7999999523,78.6,85,5.14,6.2133333333,2.756,2.784,3.0846666667,3.0793333333,732.99,734.66066667,733.21933333,736.47,4464,4038.6666667,-23.42666664,-23.74666646
2020-01-02 12:15:00+01:00,2020-01-02,12:15:00 PM,91.502188789,88.585218557,10.607543303,0.9736286581,78.571888563,181.65444421,4.9604666816,3.0999999046,96.266666667,109.33333333,5.2666666667,6.8,3.3946666667,3.4006666667,4.09,3.9813333333,735.33266667,739.35466667,740.046,743.67333333,5924.6666667,4981.3333333,-7.553333304,-8.226666661
2020-01-02 12:30:00+01:00,2020-01-02,12:30:00 PM,82.659304852,82.186574173,0.2448152047,0.9946632995,78.696444617,185.17111104,5.0106555568,1.5,84.466666667,90.133333333,5.26,7.12,2.9806666667,2.988,3.34,3.3513333333,731.134,734.59333333,732.46733333,734.574,4842,4348,10.180000047,9.3400000572
2020-01-02 12:45:00+01:00,2020-01-02,12:45:00 PM,61.943208271,61.716184404,0.3477791607,0.9968287852,78.948333232,188.68000014,5.1174222257,3.7999999523,62.733333333,67.333333333,5.52,7.04,2.2026666667,2.178,2.4906666667,2.492,719.27133333,722.52866667,726.888,729.02933333,3566,3120,27.313333384,25.046666845
2020-01-02 13:00:00+01:00,2020-01-02,1:00:00 PM,51.062194146,51.009250598,0.2818360738,0.9989653263,79.326888953,192.17333323,5.2865888966,5.5,47.533333333,51.466666667,5.4933333333,6.84,1.6693333333,1.6206666667,1.8826666667,1.8966666667,708.68333333,715.322,718.72,716.49933333,2643.3333333,2298,42.360000102,38.466666667
2020-01-02 13:15:00+01:00,2020-01-02,1:15:00 PM,47.446318605,47.441135618,0.3307272361,0.9999497195,79.829889001,195.64222158,5.5291777717,2.4000000954,38.733333333,46.733333333,5.5466666667,6.68,1.3686666667,1.336,1.7253333333,1.7273333333,702.532,699.10866667,715.44533333,716.16933333,2401.3333333,1854,53.040000153,48.67333374
2020-01-02 13:30:00+01:00,2020-01-02,1:30:00 PM,35.704618963,35.625603655,0.4830383215,0.9977394998,80.454333411,199.08777788,5.8639777713,2,25.2,31.733333333,5.58,6.5133333333,0.882,0.8713333333,1.208,1.186,699.14266667,693.388,701.316,699.57133333,1614,1182,59.880000051,57.786666616
2020-01-02 13:45:00+01:00,2020-01-02,1:45:00 PM,36.459063848,36.376066738,0.2887145465,0.9977070842,81.195666589,202.50111101,6.3175555812,2.5999999046,23.666666667,32.066666667,5.6266666667,6.5666666667,0.838,0.8533333333,1.2513333333,1.244,692.926,689.96866667,703.716,698.08533333,1682,1134.6666667,59.899999746,59.913333639
2020-01-02 14:00:00+01:00,2020-01-02,2:00:00 PM,29.780739869,29.693166055,0.2496063665,0.9972028812,82.05012207,205.87888879,6.9348444515,3,20.066666667,27.533333333,5.56,6.4066666667,0.7113333333,0.7173333333,1.048,1.0426666667,694.32466667,693.482,697.726,696.89,1390.6666667,951.33333333,59.826666514,60.366666667
2020-01-02 14:15:00+01:00,2020-01-02,2:15:00 PM,21.35427138,21.364847395,0.2577039671,1.0006713404,83.012744564,209.21777802,7.7872444577,2.5,16.8,20.733333333,5.58,6.3066666667,0.5906666667,0.5846666667,0.7833333333,0.782,690.31733333,690.52066667,689.52866667,682.446,1003.3333333,772,49.373333486,50.326666768
2020-01-02 14:30:00+01:00,2020-01-02,2:30:00 PM,18.688509432,18.759595903,0.2219505047,1.0037896487,84.076500024,212.51666684,8.9969999949,1.2000000477,16.8,17.333333333,5.5666666667,6.1333333333,0.594,0.588,0.6426666667,0.6553333333,683.986,687.13133333,687.396,680.75866667,818.66666667,770.66666667,32.14666659,32.24666659
2020-01-02 14:45:00+01:00,2020-01-02,2:45:00 PM,10.770682663,10.836074924,0.1992565887,1.005980232,85.233344269,215.77222205,10.796777757,2.5,10.933333333,9.8666666667,5.48,6.0066666667,0.382,0.374,0.3586666667,0.3726666667,669.48333333,673.39266667,681.064,665.07333333,429.33333333,476,21.55333341,21.966666667
2020-01-02 15:00:00+01:00,2020-01-02,3:00:00 PM,6.9316524241,6.9661568059,0.2255063802,1.0052239365,86.469788869,218.98444434,13.635333284,1.6000000238,6.7333333333,6,5.5066666667,5.86,0.242,0.228,0.2366666667,0.2466666667,640.426,658.208,660.13866667,651.96533333,257.33333333,272,13.653333473,13.906666629
2020-01-02 15:15:00+01:00,2020-01-02,3:15:00 PM,4.6937701225,4.74471981,0.2167686064,1.011387072,87.768866645,222.15666656,18.502888775,3.2000000477,4.4666666667,3.7333333333,5.4933333333,5.8,0.162,0.1553333333,0.138,0.1353333333,638.46466667,635.35733333,635.54733333,635.46466667,140,167.33333333,7.1133332888,7.326666673
2020-01-03 09:00:00+01:00,2020-01-03,9:00:00 AM,4.8978731275,4.9810586466,0.2407651347,1.0173396111,87.836344401,137.52666694,18.622888724,3.5,4.1333333333,3.8,8.7333333333,8.8866666667,0.138,0.1393333333,0.134,0.142,609.406,595.25466667,613.74266667,603.912,126,139.33333333,-6.259999959,-5.800000064
2020-01-03 09:15:00+01:00,2020-01-03,9:15:00 AM,5.1253599511,5.2240301424,0.2555389898,1.0201430923,86.528155857,140.69555562,13.641666656,4.5,5.1333333333,4.6666666667,8.8933333333,9.0666666667,0.2026666667,0.2093333333,0.2073333333,0.2173333333,611.96866667,562.046,623.36133333,569.34666667,192,208.66666667,-11.83333333,-11.64666665
2020-01-03 09:30:00+01:00,2020-01-03,9:30:00 AM,4.2577727874,4.3807390266,0.2675218203,1.0286308765,85.281077915,143.90444455,10.757444445,5.5999999046,4.2,3.7333333333,9.0533333333,9.28,0.146,0.144,0.154,0.1566666667,622.08933333,629.35866667,606.73666667,585.544,142,152,-18.25333322,-17.95999991
2020-01-03 09:45:00+01:00,2020-01-03,9:45:00 AM,6.6792249362,6.7945653121,0.2286338857,1.0189879411,84.112866635,147.15777791,8.937888866,3.2999999523,5.2666666667,4.9333333333,9.2533333333,9.4333333333,0.206,0.2173333333,0.2273333333,0.228,614.196,534.27333333,622.35133333,604.472,232,216,-25.88000018,-25.55333341
2020-01-03 10:00:00+01:00,2020-01-03,10:00:00 AM,16.83065566,16.918618287,0.2306820192,1.0057124648,83.037177785,150.45666673,7.7158888817,6.5999999046,12.466666667,12.933333333,9.3066666667,9.5666666667,0.48,0.4726666667,0.546,0.5433333333,660.53466667,660.664,656.006,648.58066667,652,601.33333333,-36.04666684,-35.58666662
2020-01-03 10:15:00+01:00,2020-01-03,10:15:00 AM,14.129107486,14.209654066,0.2350208968,1.0059368127,82.061688995,153.79222209,6.8588222239,4.3000001907,11.866666667,13.4,9.42,9.74,0.4693333333,0.4606666667,0.566,0.5426666667,670.40933333,673.63133333,669.57333333,681.024,684.66666667,582.66666667,-53.03333333,-52.26666692
2020-01-03 10:30:00+01:00,2020-01-03,10:30:00 AM,19.156073369,19.261850262,0.2537563369,1.0055545555,81.194888814,157.16666684,6.2386777772,5.5,14.066666667,17.866666667,9.4533333333,9.8133333333,0.5333333333,0.5286666667,0.7086666667,0.6926666667,665.486,677.97133333,669.85066667,685.64866667,883.33333333,670.66666667,-60.04000015,-60.24000015
2020-01-03 10:45:00+01:00,2020-01-03,10:45:00 AM,20.347488509,20.485333125,0.2327405337,1.0070991788,80.439555444,160.58111115,5.7822333336,4.1999998093,13.8,17.6,9.54,9.9533333333,0.5353333333,0.5193333333,0.7086666667,0.7113333333,666.30466667,679.36333333,679.70333333,679.65,896,668.66666667,-59.90000025,-60.08000005
2020-01-03 11:00:00+01:00,2020-01-03,11:00:00 AM,16.97074337,17.004951445,0.1674257972,1.002003475,79.802444458,164.02666592,5.4447999848,3.7999999523,11.933333333,15.066666667,9.54,10.006666667,0.4626666667,0.46,0.6313333333,0.5973333333,668.59,672.66066667,668.404,688.61666667,760,576.66666667,-59.44666672,-59.95333328
2020-01-03 11:15:00+01:00,2020-01-03,11:15:00 AM,17.075111029,17.118872907,0.257289754,1.0026197023,79.285777876,167.49666646,5.1980000072,3,12.066666667,15.333333333,9.66,9.96,0.4686666667,0.4793333333,0.6286666667,0.6113333333,670.16,667.08933333,658.61533333,676.75866667,754,591.33333333,-54.2399999,-55.38666662
2020-01-03 11:30:00+01:00,2020-01-03,11:30:00 AM,15.337497616,15.449491458,0.2838279888,1.0074084904,78.893222385,170.99000007,5.0256222248,3.2000000477,12,13.866666667,9.7466666667,10.14,0.4586666667,0.4606666667,0.5693333333,0.5553333333,669.58,670.69866667,661.844,674.54133333,683.33333333,572,-46.14666672,-47.5799998
2020-01-03 11:45:00+01:00,2020-01-03,11:45:00 AM,14.698466873,14.797684775,0.2333253561,1.0069197191,78.627444204,174.5,4.9147222201,3.4000000954,12.4,12.866666667,10.006666667,10.253333333,0.4646666667,0.4553333333,0.532,0.512,666.39066667,672.18466667,658.738,676.00933333,624,577.33333333,-36.44000003,-37.30666656
2020-01-03 12:00:00+01:00,2020-01-03,12:00:00 PM,28.203743108,28.31118927,0.2289131671,1.0040083163,78.489444224,178.02111121,4.8592111005,3.4000000954,23.666666667,23.333333333,10,10.446666667,0.926,0.9193333333,0.9333333333,0.916,662.01866667,681.34266667,674.496,686.05733333,1194,1196,-23.47999992,-24.25333354
2020-01-03 12:15:00+01:00,2020-01-03,12:15:00 PM,38.561425124,38.621962484,0.2480702081,1.0016757058,78.480221727,181.54444427,4.8553222285,2.4000000954,37.4,34.333333333,10.106666667,10.673333333,1.4346666667,1.4553333333,1.362,1.36,689.29666667,692.892,689.71866667,693.01333333,1809.3333333,1948,-7.893333268,-8.600000143
2020-01-03 12:30:00+01:00,2020-01-03,12:30:00 PM,20.475089169,20.499498844,0.1907896731,1.0007141948,78.600889079,185.06777785,4.9031555547,5.4000000954,24,22.066666667,10.133333333,10.76,0.8953333333,0.9,0.87,0.8686666667,684.78466667,686.836,680.21666667,683.716,1120.6666667,1192.6666667,9.6799999475,8.6533333619
2020-01-03 12:45:00+01:00,2020-01-03,12:45:00 PM,13.091482703,13.150006697,0.1992674059,1.0045925193,78.849333276,188.57999997,5.0054888937,2.5,11.466666667,11.266666667,10.033333333,10.486666667,0.4193333333,0.4026666667,0.446,0.44,657.15533333,663.12866667,647.36133333,660.27733333,512,502.66666667,27.113333257,24.560000102
2020-01-03 13:00:00+01:00,2020-01-03,1:00:00 PM,9.2669875728,9.3205087397,0.1590149354,1.0057795372,79.224333445,192.0766666,5.1694222291,2.7000000477,6.9333333333,7.4666666667,10.046666667,10.4,0.26,0.2533333333,0.2993333333,0.3046666667,642.226,641.66,655.13,643.104,333.33333333,291.33333333,41.833333333,37.986666616
2020-01-03 13:15:00+01:00,2020-01-03,1:15:00 PM,9.8961444802,9.9144383907,0.0704998,1.0031678524,79.723777686,195.55000068,5.4062222216,1.8999999762,4.8666666667,5.6666666667,9.58,10.073333333,0.1973333333,0.1913333333,0.272,0.2786666667,637.046,628.978,646.15333333,635.606,291.33333333,218.66666667,52.92666626,48.639999644
2020-01-03 13:30:00+01:00,2020-01-03,1:30:00 PM,26.433114094,26.431717237,0.154241421,0.9995899147,80.344777849,199,5.7299999926,0.400000006,16.4,20.466666667,8.6533333333,9.4333333333,0.6453333333,0.616,0.8386666667,0.8273333333,660.86,668.768,679.486,683.972,1060.6666667,795.33333333,59.806666565,56.846666718
2020-01-03 13:45:00+01:00,2020-01-03,1:45:00 PM,30.00767036,30.143702846,0.2024178749,1.0045083,81.083666653,202.41777785,6.1689222177,2.0999999046,20.4,26.4,8.5933333333,9.3466666667,0.7553333333,0.7753333333,1.0446666667,1.056,691.34533333,687.01666667,693.12733333,686.75,1368,1004,59.873333232,59.913333384
2020-01-03 14:00:00+01:00,2020-01-03,2:00:00 PM,32.327989917,32.681717194,0.305126749,1.0110188246,81.936844381,205.79777764,6.7636555566,0.6999999881,22.8,28.8,8.5333333333,9.3133333333,0.8373333333,0.8506666667,1.116,1.124,691.64133333,688.51333333,690.91066667,687.63066667,1465.3333333,1126.6666667,60.006666819,59.91333313
2020-01-03 14:15:00+01:00,2020-01-03,2:15:00 PM,25.564074686,26.053545295,0.214116516,1.0191335188,82.896066793,209.1422226,7.5824555609,0.6999999881,18.733333333,22.6,8.4666666667,9.2866666667,0.6973333333,0.7153333333,0.89,0.884,681.738,679.21066667,685.44466667,685.92533333,1146,908,51.013332876,51.893333435
2020-01-03 14:30:00+01:00,2020-01-03,2:30:00 PM,21.87583669,22.287292438,0.1811331727,1.0190597945,83.958066728,212.44444444,8.7444444444,2.0999999046,18.266666667,19.133333333,8.1866666667,9.0266666667,0.6986666667,0.6973333333,0.7773333333,0.7733333333,672.79733333,680.98866667,682.00866667,680.25666667,980.66666667,896,32.946666845,33.286666361
2020-01-03 14:45:00+01:00,2020-01-03,2:45:00 PM,20.641517184,20.993165143,0.156656348,1.0167859369,85.114022403,215.70555556,10.463777775,2.2999999523,19.2,18.733333333,8.0933333333,8.86,0.7486666667,0.752,0.7766666667,0.7633333333,677.948,682.552,672.07666667,682.484,980,976,22.200000127,22.473333232
2020-01-03 15:00:00+01:00,2020-01-03,3:00:00 PM,13.319718446,13.680244615,0.2375719797,1.0266872843,86.350943756,218.92333306,13.159444406,2.2999999523,11.933333333,10.4,8.1,8.4533333333,0.458,0.46,0.4706666667,0.4526666667,681.19533333,682.01,651.99866667,678.41866667,544.66666667,584.66666667,14.239999962,14.519999886
2020-01-03 15:15:00+01:00,2020-01-03,3:15:00 PM,11.879305755,12.291541831,0.3101305215,1.036796493,87.651988898,222.09666663,17.753666772,1.8999999762,12.266666667,11.4,8.3266666667,8.36,0.466,0.462,0.4633333333,0.4673333333,671.80666667,672.77466667,661.16733333,662.54133333,553.33333333,581.33333333,7.626666673,7.8466666222
